,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio
9075,51,M,3,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9076,48,F,2,Uneducated,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
9077,46,M,2,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
9078,39,F,1,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9079,55,F,0,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9080,44,M,4,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
9081,48,M,2,Uneducated,Single,$40K - $60K,Trabajando,No,$50K - $90K
9082,46,F,4,College,Single,$40K - $60K,Trabajando,No,$50K - $90K
9083,39,F,2,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9084,45,F,2,Uneducated,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
9085,43,F,4,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9086,40,F,3,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
9087,49,M,2,High School,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9088,39,F,2,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9089,47,M,2,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
9090,42,M,4,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9091,44,F,1,Unknown,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
9092,47,M,1,College,Married,$80K - $120K,Trabajando,No,$170K - $380K
9093,63,M,1,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
9094,49,M,2,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9095,43,F,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9096,55,M,4,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
9097,46,F,4,High School,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
9098,42,M,3,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9099,43,M,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9100,51,M,1,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
9101,49,M,4,Unknown,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9102,51,F,2,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
9103,31,F,0,Uneducated,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
9104,43,M,4,Graduate,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
9105,59,M,0,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9106,41,F,2,Unknown,Married,0,Desempleado,Sí,$-30K - $10K
9107,53,M,2,College,Single,$120K +,Trabajando,No,$380K - $1.5M
9108,39,M,1,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9109,57,M,3,Unknown,Single,$120K +,Trabajando,No,$380K - $1.5M
9110,60,M,1,High School,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
9111,51,M,0,High School,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
9112,46,F,3,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9113,45,M,2,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9114,41,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9115,56,M,0,High School,Unknown,$120K +,Trabajando,Sí,$380K - $1.5M
9116,39,F,3,Uneducated,Single,0,Desempleado,Sí,$-30K - $10K
9117,49,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9118,45,M,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9119,47,F,5,Unknown,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9120,50,M,2,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
9121,45,F,3,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9122,45,M,2,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9123,40,F,3,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9124,52,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9125,51,M,2,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9126,44,M,2,Graduate,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9127,56,F,3,Uneducated,Single,0,Desempleado,Sí,$-30K - $10K
9128,30,M,1,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9129,62,F,1,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9130,47,F,4,Post-Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9131,42,F,4,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9132,52,F,2,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
9133,46,F,4,Uneducated,Divorced,0,Desempleado,Sí,$-30K - $10K
9134,54,F,3,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
9135,58,M,2,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9136,34,M,1,Unknown,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9137,43,F,4,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9138,49,M,4,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9139,55,M,4,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9140,47,F,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9141,50,F,2,Unknown,Single,0,Desempleado,No,$-30K - $10K
9142,41,F,1,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9143,44,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9144,39,M,2,College,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9145,43,M,5,Graduate,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
9146,32,M,0,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
9147,40,M,3,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
9148,49,M,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9149,56,F,1,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9150,60,F,0,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9151,41,F,5,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9152,43,F,5,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9153,32,M,0,Graduate,Divorced,$40K - $60K,Trabajando,No,$50K - $90K
9154,47,F,2,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9155,46,M,3,Graduate,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
9156,41,M,2,Graduate,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9157,51,F,1,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9158,58,M,2,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9159,48,F,2,Graduate,Divorced,0,Desempleado,No,$-30K - $10K
9160,53,F,3,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9161,52,M,1,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9162,45,F,4,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
9163,41,M,3,Uneducated,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9164,37,F,2,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9165,44,M,4,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9166,49,F,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9167,32,F,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9168,36,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9169,47,F,3,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9170,49,M,0,Uneducated,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9171,58,M,2,Doctorate,Married,$120K +,Trabajando,No,$380K - $1.5M
9172,45,M,3,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
9173,53,F,5,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9174,45,M,5,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9175,44,M,4,Uneducated,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9176,54,M,3,Post-Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9177,38,F,2,High School,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9178,46,M,3,Doctorate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9179,41,F,2,Uneducated,Married,0,Desempleado,No,$-30K - $10K
9180,48,F,2,Doctorate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9181,53,M,2,High School,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9182,39,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9183,48,F,4,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9184,41,M,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9185,54,F,2,Uneducated,Married,0,Desempleado,Sí,$-30K - $10K
9186,49,M,2,High School,Divorced,$40K - $60K,Trabajando,Sí,$50K - $90K
9187,61,M,1,Graduate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
9188,41,M,3,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
9189,52,M,2,Uneducated,Unknown,$120K +,Trabajando,Sí,$380K - $1.5M
9190,44,M,3,Unknown,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9191,33,F,3,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9192,37,M,2,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9193,52,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9194,51,F,3,Uneducated,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9195,43,M,4,Uneducated,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
9196,54,F,1,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9197,31,F,0,Uneducated,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
9198,40,F,4,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9199,49,F,4,Uneducated,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
9200,60,M,1,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
9201,62,F,0,Uneducated,Single,Less than $40K,Trabajando,No,$10K - $50K
9202,44,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9203,43,F,3,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9204,56,M,2,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9205,35,M,4,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
9206,40,F,4,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9207,52,M,2,High School,Divorced,$60K - $80K,Trabajando,No,$90K - $170K
9208,29,M,0,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9209,52,M,0,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
9210,49,F,3,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9211,37,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9212,47,F,3,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9213,32,M,1,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
9214,44,F,3,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
9215,47,M,5,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9216,45,M,3,Graduate,Unknown,$120K +,Trabajando,No,$380K - $1.5M
9217,46,M,2,Graduate,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
9218,34,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9219,39,F,4,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9220,46,M,4,College,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9221,50,M,3,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
9222,45,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9223,56,M,1,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9224,50,M,2,Uneducated,Unknown,$120K +,Trabajando,No,$380K - $1.5M
9225,30,M,0,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
9226,53,F,4,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9227,60,M,0,College,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9228,41,M,4,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9229,42,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9230,31,F,0,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9231,51,M,4,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9232,45,M,5,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9233,55,M,2,Uneducated,Single,$60K - $80K,Trabajando,No,$90K - $170K
9234,51,M,3,Doctorate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9235,28,M,0,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9236,44,F,5,Graduate,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
9237,51,F,2,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9238,48,M,5,College,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9239,44,M,4,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9240,40,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9241,34,M,4,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9242,47,M,3,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9243,50,F,2,High School,Married,0,Desempleado,No,$-30K - $10K
9244,61,M,0,College,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9245,56,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9246,46,M,3,Graduate,Divorced,$80K - $120K,Trabajando,Sí,$170K - $380K
9247,49,M,5,Graduate,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9248,56,M,1,Uneducated,Divorced,$120K +,Trabajando,No,$380K - $1.5M
9249,41,M,2,Post-Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9250,56,F,5,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9251,35,M,3,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9252,40,M,3,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9253,41,F,3,Doctorate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9254,46,M,4,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9255,56,F,2,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
9256,37,F,5,Unknown,Married,$40K - $60K,Trabajando,No,$50K - $90K
9257,51,M,2,College,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9258,36,F,1,Uneducated,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9259,49,M,4,Post-Graduate,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9260,35,F,2,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9261,46,F,4,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
9262,45,F,3,Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
9263,48,F,2,High School,Unknown,0,Desempleado,Sí,$-30K - $10K
9264,46,F,3,Graduate,Divorced,0,Desempleado,No,$-30K - $10K
9265,36,F,0,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9266,30,F,1,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9267,49,F,1,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9268,31,M,0,Post-Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9269,35,M,3,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
9270,54,F,1,High School,Single,0,Desempleado,Sí,$-30K - $10K
9271,49,M,3,Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9272,40,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9273,41,F,2,High School,Single,0,Desempleado,No,$-30K - $10K
9274,37,F,4,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9275,46,F,4,Unknown,Single,0,Desempleado,No,$-30K - $10K
9276,61,F,0,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9277,45,M,3,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9278,41,M,2,Unknown,Single,$80K - $120K,Trabajando,No,$170K - $380K
9279,47,F,2,Uneducated,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9280,44,M,2,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9281,61,M,0,Unknown,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9282,45,F,2,Graduate,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9283,31,M,0,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9284,42,M,2,Unknown,Single,$120K +,Trabajando,No,$380K - $1.5M
9285,32,M,1,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9286,42,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9287,49,M,4,Unknown,Married,$80K - $120K,Trabajando,No,$170K - $380K
9288,52,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9289,39,M,3,Post-Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9290,51,M,4,College,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9291,52,M,2,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
9292,40,M,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9293,38,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9294,41,M,5,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
9295,27,M,0,College,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9296,50,F,3,Graduate,Married,$40K - $60K,Trabajando,No,$50K - $90K
9297,58,M,1,Uneducated,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9298,53,M,2,Post-Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9299,40,M,3,High School,Single,$80K - $120K,Trabajando,No,$170K - $380K
9300,58,M,1,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9301,41,F,3,Graduate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9302,59,M,2,Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9303,53,M,1,Unknown,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9304,53,M,1,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9305,31,M,1,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9306,44,M,2,Uneducated,Married,$120K +,Trabajando,No,$380K - $1.5M
9307,47,F,4,Uneducated,Married,$40K - $60K,Trabajando,No,$50K - $90K
9308,47,F,2,College,Single,Less than $40K,Trabajando,No,$10K - $50K
9309,46,M,2,Graduate,Unknown,$120K +,Trabajando,Sí,$380K - $1.5M
9310,53,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9311,40,M,3,Unknown,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
9312,42,M,3,Graduate,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9313,33,M,3,Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9314,45,F,2,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9315,61,F,1,Graduate,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
9316,31,M,1,Unknown,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9317,47,M,2,Post-Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9318,46,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9319,54,M,2,Post-Graduate,Married,$60K - $80K,Trabajando,No,$90K - $170K
9320,60,F,0,High School,Married,Less than $40K,Trabajando,No,$10K - $50K
9321,55,F,2,Graduate,Married,0,Desempleado,No,$-30K - $10K
9322,32,M,2,Graduate,Single,$120K +,Trabajando,No,$380K - $1.5M
9323,49,F,1,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9324,41,M,3,Unknown,Married,$120K +,Trabajando,No,$380K - $1.5M
9325,45,M,2,College,Married,$60K - $80K,Trabajando,No,$90K - $170K
9326,45,M,3,Uneducated,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9327,30,M,0,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
9328,44,M,2,High School,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9329,40,F,5,Graduate,Unknown,Less than $40K,Trabajando,Sí,$10K - $50K
9330,31,M,0,Graduate,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9331,40,F,3,Uneducated,Divorced,Less than $40K,Trabajando,Sí,$10K - $50K
9332,56,M,1,Unknown,Unknown,$60K - $80K,Trabajando,Sí,$90K - $170K
9333,47,M,4,Unknown,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9334,29,M,0,Post-Graduate,Divorced,$60K - $80K,Trabajando,Sí,$90K - $170K
9335,38,M,3,High School,Single,$120K +,Trabajando,No,$380K - $1.5M
9336,56,F,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9337,53,F,1,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9338,56,M,0,Doctorate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9339,27,F,0,Graduate,Unknown,Less than $40K,Trabajando,No,$10K - $50K
9340,38,F,2,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9341,48,M,2,High School,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9342,44,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
9343,49,M,4,Uneducated,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
9344,36,M,2,College,Married,$40K - $60K,Trabajando,Sí,$50K - $90K
9345,30,M,0,College,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9346,42,M,3,High School,Married,$80K - $120K,Trabajando,Sí,$170K - $380K
9347,51,M,2,Unknown,Single,$120K +,Trabajando,Sí,$380K - $1.5M
9348,59,M,1,Unknown,Single,$40K - $60K,Trabajando,No,$50K - $90K
9349,45,M,4,Graduate,Married,Less than $40K,Trabajando,No,$10K - $50K
9350,56,M,2,College,Single,$60K - $80K,Trabajando,No,$90K - $170K
9351,31,M,2,Graduate,Unknown,$80K - $120K,Trabajando,Sí,$170K - $380K
9352,48,F,3,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9353,32,M,2,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9354,46,F,3,High School,Single,Less than $40K,Trabajando,No,$10K - $50K
9355,52,F,2,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9356,30,F,0,Graduate,Divorced,Less than $40K,Trabajando,No,$10K - $50K
9357,48,M,4,High School,Married,$80K - $120K,Trabajando,No,$170K - $380K
9358,55,F,2,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9359,39,F,2,Graduate,Single,0,Desempleado,Sí,$-30K - $10K
9360,43,F,3,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9361,43,M,4,High School,Married,$40K - $60K,Trabajando,No,$50K - $90K
9362,47,F,3,Unknown,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9363,57,M,3,Unknown,Single,$60K - $80K,Trabajando,No,$90K - $170K
9364,53,M,2,Unknown,Divorced,$80K - $120K,Trabajando,No,$170K - $380K
9365,48,M,3,Graduate,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9366,50,F,2,High School,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9367,53,M,3,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
9368,48,M,1,Graduate,Single,$80K - $120K,Trabajando,Sí,$170K - $380K
9369,41,M,3,Unknown,Married,$60K - $80K,Trabajando,No,$90K - $170K
9370,51,M,2,Uneducated,Single,$120K +,Trabajando,No,$380K - $1.5M
9371,51,F,2,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9372,39,F,2,College,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9373,51,M,2,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
9374,43,M,2,Uneducated,Married,$80K - $120K,Trabajando,No,$170K - $380K
9375,54,M,1,Post-Graduate,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
9376,47,M,3,Uneducated,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9377,51,F,3,Graduate,Single,Less than $40K,Trabajando,No,$10K - $50K
9378,38,M,4,Post-Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9379,38,F,2,Uneducated,Married,Less than $40K,Trabajando,No,$10K - $50K
9380,44,F,4,Unknown,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9381,32,M,3,High School,Single,$40K - $60K,Trabajando,No,$50K - $90K
9382,41,M,5,Uneducated,Single,$80K - $120K,Trabajando,No,$170K - $380K
9383,50,M,3,Graduate,Married,$120K +,Trabajando,No,$380K - $1.5M
9384,60,F,1,Graduate,Married,0,Desempleado,Sí,$-30K - $10K
9385,38,F,1,Doctorate,Single,Less than $40K,Trabajando,Sí,$10K - $50K
9386,59,M,0,High School,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9387,53,M,1,High School,Married,$120K +,Trabajando,No,$380K - $1.5M
9388,40,F,2,College,Single,Less than $40K,Trabajando,No,$10K - $50K
9389,45,M,5,High School,Divorced,$120K +,Trabajando,Sí,$380K - $1.5M
9390,53,M,1,High School,Unknown,$40K - $60K,Trabajando,Sí,$50K - $90K
9391,56,M,2,High School,Unknown,$80K - $120K,Trabajando,No,$170K - $380K
9392,60,F,0,Graduate,Single,$40K - $60K,Trabajando,No,$50K - $90K
9393,42,M,3,Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9394,48,F,1,Unknown,Single,Less than $40K,Trabajando,No,$10K - $50K
9395,58,F,1,Unknown,Married,Less than $40K,Trabajando,No,$10K - $50K
9396,55,M,2,Uneducated,Married,$120K +,Trabajando,Sí,$380K - $1.5M
9397,51,M,1,Graduate,Married,$120K +,Trabajando,No,$380K - $1.5M
9398,46,M,2,Post-Graduate,Married,$80K - $120K,Trabajando,No,$170K - $380K
9399,45,M,4,Graduate,Unknown,$60K - $80K,Trabajando,No,$90K - $170K
9400,40,M,3,Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9401,56,F,1,High School,Unknown,$40K - $60K,Trabajando,No,$50K - $90K
9402,34,F,4,High School,Single,0,Desempleado,No,$-30K - $10K
9403,48,M,3,Uneducated,Married,$60K - $80K,Trabajando,No,$90K - $170K
9404,45,F,3,Graduate,Married,Less than $40K,Trabajando,Sí,$10K - $50K
9405,42,M,5,High School,Married,$60K - $80K,Trabajando,Sí,$90K - $170K
9406,49,M,1,Unknown,Single,$60K - $80K,Trabajando,Sí,$90K - $170K
9407,35,M,2,Post-Graduate,Single,$60K - $80K,Trabajando,No,$90K - $170K
9408,32,M,0,Post-Graduate,Single,$40K - $60K,Trabajando,Sí,$50K - $90K
9409,34,M,2,High School,Single,$60K - $80K,Trabajando,No,$90K - $170K
9410,33,M,2,Post-Graduate,Single,$80K - $120K,Trabajando,No,$170K - $380K
9411,40,M,2,College,Married,$40K - $60K,Trabajando,No,$50K - $90K
